,Date,Close Price
0,2021-02-18,122.6063311021488
1,2021-02-19,122.02423381090139
2,2021-02-20,121.14077016907726
3,2021-02-21,119.93224195199295
4,2021-02-22,118.43506984571493
5,2021-02-23,116.71949548569506
6,2021-02-24,114.86499769678014
7,2021-02-25,112.94397914553815
8,2021-02-26,111.01327657515915
9,2021-02-27,109.112056643579
10,2021-02-28,107.26381447105291
11,2021-03-01,105.48001327150902
12,2021-03-02,103.76430080047797
13,2021-03-03,102.11586464024691
14,2021-03-04,100.53195069476934
15,2021-03-05,99.00936616243379
16,2021-03-06,97.54532445048525
17,2021-03-07,96.1375589135049
18,2021-03-08,94.78426598417025
19,2021-03-09,93.48392644135828
20,2021-03-10,92.23508605736302
21,2021-03-11,91.0361768659987
22,2021-03-12,89.88548466589123
23,2021-03-13,88.78107590288406
24,2021-03-14,87.72082204256955
25,2021-03-15,86.7024564395289
26,2021-03-16,85.72367182745765
27,2021-03-17,84.7821771884056
28,2021-03-18,83.8756408835369
29,2021-03-19,83.00191000591255
